29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,0,1,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,8,9,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,16,17,29,0,1,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,8,9,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,16,17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,24,25,26,27,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,32,33,34,35,36,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,40,41,42,43,44,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,48,49,50,51,52,29,29,29,29,29,29,29,29,29,0,1,0,1,0,1,29,29,29,29,29
29,29,29,29,29,56,57,58,59,60,29,29,29,29,29,29,29,29,29,8,9,8,9,8,9,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,16,17,16,17,16,17,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,1,0,1,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,8,9,8,9,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,16,17,16,17,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
